19,178.2,95.0
6,4.0,0.0
0,0.0,0.0
7,41.85,0.0
20,79.2,47.5
14,777.65,0.0
1,0.0,0.0
14,882.35,133.75
12,884.4,116.25
21,0.8,0.0
7,10.35,0.0
6,3.2,0.0
11,712.4,222.5
23,0.0,0.0
4,0.0,0.0
9,380.5,8.75
5,0.0,0.0
19,76.95,0.0
23,0.0,0.0
12,580.25,227.5
2,0.0,0.0
15,655.1,146.25
5,0.0,0.0
15,885.65,141.25
5,0.0,0.0
18,424.35,77.5
20,35.15,47.5
14,803.1,68.75
10,357.6,142.5
0,0.0,0.0
0,0.0,0.0
17,611.35,283.75
4,0.0,0.0
4,0.0,0.0
6,1.6,0.0
11,773.05,117.5
15,218.9,0.0
9,382.25,0.0
13,918.65,213.75
3,0.0,0.0
9,126.1,50.0
22,0.0,0.0
4,0.0,0.0
22,0.0,0.0
2,0.0,0.0
13,911.2,142.5
23,0.0,0.0
14,891.6,133.75
8,52.7,205.0
10,427.2,211.25
4,0.0,0.0
13,974.5,172.5
7,23.9,0.0
12,756.65,190.0
3,0.0,0.0
17,156.6,222.5
8,147.9,250.0
3,0.0,0.0
6,0.0,0.0
17,511.7,141.25
9,391.45,0.0
19,210.0,63.75
6,8.35,0.0
22,0.0,0.0
9,408.65,2.5
20,19.1,0.0
14,978.5,118.75
9,148.4,68.75
16,163.3,137.5
10,315.0,52.5
23,0.0,0.0
22,0.0,0.0
7,16.9,0.0
19,250.45,115.0
2,0.0,0.0
1,0.0,0.0
6,3.95,0.0
16,828.9,162.5
2,0.0,0.0
21,1.2,25.0
14,613.6,86.25
11,533.45,95.0
1,0.0,0.0
0,0.0,0.0
15,835.45,157.5
19,36.1,76.25
17,580.8,127.5
8,139.85,0.0
2,0.0,0.0
23,0.0,0.0
19,233.8,85.0
21,8.7,0.0
9,182.0,62.5
4,0.0,0.0
11,634.75,221.25
21,2.75,0.0
12,600.5,151.25
18,398.05,126.25
5,0.0,0.0
15,519.1,162.5
10,327.8,127.5
11,466.6,176.25
0,0.0,0.0
0,0.0,0.0
18,423.9,188.75
15,882.05,171.25
22,0.0,0.0
15,889.2,127.5
8,58.9,0.0
13,653.1,0.0
16,630.9,118.75
14,933.5,88.75
13,882.95,171.25
9,404.25,2.5
14,902.9,156.25
3,0.0,0.0
10,317.5,90.0
17,407.9,187.5
8,185.35,213.75
3,0.0,0.0
19,188.85,90.0
16,735.0,141.25
13,889.5,122.5
23,0.0,0.0
10,388.15,0.0
8,149.35,0.0
12,863.85,238.75
4,0.0,0.0
3,0.0,0.0
21,4.55,0.0
15,853.4,156.25
7,29.8,0.0
22,0.0,0.0
9,123.6,0.0
1,0.0,0.0
22,0.0,0.0
13,360.4,70.0
6,3.9,0.0
13,381.9,186.25
4,0.0,0.0
10,332.35,72.5
7,7.75,0.0
